,0,1,Freebase_ID,movie,actor,character,trope
236,fastest_gun_in_the_west,"{'char': 'Bret Maverick', 'movie': 'Maverick', 'id': '/m/0k0hyr', 'actor': 'Mel Gibson'}",/m/0k0hyr,Maverick,Mel Gibson,Bret Maverick,fastest_gun_in_the_west
237,fastest_gun_in_the_west,"{'char': 'Ned Nederlander', 'movie': '¡Three Amigos!', 'id': '/m/0jshd9', 'actor': 'Martin Short'}",/m/0jshd9,¡Three Amigos!,Martin Short,Ned Nederlander,fastest_gun_in_the_west
238,fastest_gun_in_the_west,"{'char': 'Harmonica', 'movie': 'Once Upon a Time in the West', 'id': '/m/0k1j46', 'actor': 'Charles Bronson'}",/m/0k1j46,Once Upon a Time in the West,Charles Bronson,Harmonica,fastest_gun_in_the_west
239,fastest_gun_in_the_west,"{'char': 'Sheriff Woody', 'movie': 'Toy Story', 'id': '/m/0k78tv', 'actor': 'Tom Hanks'}",/m/0k78tv,Toy Story,Tom Hanks,Sheriff Woody,fastest_gun_in_the_west
240,fastest_gun_in_the_west,"{'char': 'Ben Wade', 'movie': '3:10 to Yuma', 'id': '/m/03hqy08', 'actor': 'Russell Crowe'}",/m/03hqy08,3:10 to Yuma,Russell Crowe,Ben Wade,fastest_gun_in_the_west
241,fastest_gun_in_the_west,"{'char': 'RoboCop', 'movie': 'RoboCop', 'id': '/m/0h5q82q', 'actor': 'Peter Weller'}",/m/0h5q82q,RoboCop,Peter Weller,RoboCop,fastest_gun_in_the_west
242,father_to_his_men,"{'char': 'Capt. Mikhail Polenin', 'movie': 'K-19: The Widowmaker', 'id': '/m/0j_9gv', 'actor': 'Liam Neeson'}",/m/0j_9gv,K-19: The Widowmaker,Liam Neeson,Capt. Mikhail Polenin,father_to_his_men
243,father_to_his_men,"{'char': 'Capt. Nathan Cutting Brittles', 'movie': 'She Wore a Yellow Ribbon', 'id': '/m/0k35w2', 'actor': 'John Wayne'}",/m/0k35w2,She Wore a Yellow Ribbon,John Wayne,Capt. Nathan Cutting Brittles,father_to_his_men
244,father_to_his_men,"{'char': 'Maximus Decimus Meridius', 'movie': 'Gladiator', 'id': '/m/0jytc_', 'actor': 'Russell Crowe'}",/m/0jytc_,Gladiator,Russell Crowe,Maximus Decimus Meridius,father_to_his_men
245,father_to_his_men,"{'char': 'Jack Aubrey', 'movie': 'Master and Commander: The Far Side of the World', 'id': '/m/0k0h66', 'actor': 'Russell Crowe'}",/m/0k0h66,Master and Commander: The Far Side of the World,Russell Crowe,Jack Aubrey,father_to_his_men
246,father_to_his_men,"{'char': 'Captain Benjamin L. Willard', 'movie': 'Apocalypse Now', 'id': '/m/0jtp2f', 'actor': 'Martin Sheen'}",/m/0jtp2f,Apocalypse Now,Martin Sheen,Captain Benjamin L. Willard,father_to_his_men
247,father_to_his_men,"{'char': ""Captain of the 'Weser'"", 'movie': 'Das Boot', 'id': '/m/0j47kxy', 'actor': 'Günter Lamprecht'}",/m/0j47kxy,Das Boot,Günter Lamprecht,Captain of the 'Weser',father_to_his_men
248,father_to_his_men,"{'char': 'Captain Nemo', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0k5nrw', 'actor': 'Naseeruddin Shah'}",/m/0k5nrw,The League of Extraordinary Gentlemen,Naseeruddin Shah,Captain Nemo,father_to_his_men
249,father_to_his_men,"{'char': ""Capt. James 'Bugger' Staros"", 'movie': 'The Thin Red Line', 'id': '/m/0k6nwg', 'actor': 'Elias Koteas'}",/m/0k6nwg,The Thin Red Line,Elias Koteas,Capt. James 'Bugger' Staros,father_to_his_men
250,father_to_his_men,"{'char': 'Gen. Robert E. Lee', 'movie': 'Gettysburg', 'id': '/m/0jyqwm', 'actor': 'Martin Sheen'}",/m/0jyqwm,Gettysburg,Martin Sheen,Gen. Robert E. Lee,father_to_his_men
251,father_to_his_men,"{'char': 'General Kuribayashi', 'movie': 'Letters from Iwo Jima', 'id': '/m/03jtctp', 'actor': 'Ken Watanabe'}",/m/03jtctp,Letters from Iwo Jima,Ken Watanabe,General Kuribayashi,father_to_his_men
252,father_to_his_men,"{'char': 'Lt. Commander Ron Hunter', 'movie': 'Crimson Tide', 'id': '/m/0jwsnp', 'actor': 'Denzel Washington'}",/m/0jwsnp,Crimson Tide,Denzel Washington,Lt. Commander Ron Hunter,father_to_his_men
253,father_to_his_men,"{'char': 'Christopher Pike', 'movie': 'Star Trek', 'id': '/m/03ld2yg', 'actor': 'Bruce Greenwood'}",/m/03ld2yg,Star Trek,Bruce Greenwood,Christopher Pike,father_to_his_men
254,father_to_his_men,"{'char': 'Zordon', 'movie': ""Mighty Morphin' Power Rangers: The Movie"", 'id': '/m/0k0nmw', 'actor': 'Nicholas Bell'}",/m/0k0nmw,Mighty Morphin' Power Rangers: The Movie,Nicholas Bell,Zordon,father_to_his_men
255,father_to_his_men,"{'char': 'Wolfstan', 'movie': 'Black Death', 'id': '/m/0cg03cg', 'actor': 'John Lynch'}",/m/0cg03cg,Black Death,John Lynch,Wolfstan,father_to_his_men
256,father_to_his_men,"{'char': 'Major Henry West', 'movie': '28 Days Later', 'id': '/m/0jskmk', 'actor': 'Christopher Eccleston'}",/m/0jskmk,28 Days Later,Christopher Eccleston,Major Henry West,father_to_his_men
257,final_girl,"{'char': 'Nancy Thompson', 'movie': 'A Nightmare on Elm Street', 'id': '/m/0jsvgr', 'actor': 'Heather Langenkamp'}",/m/0jsvgr,A Nightmare on Elm Street,Heather Langenkamp,Nancy Thompson,final_girl
258,final_girl,"{'char': 'Sidney Prescott', 'movie': 'Scream', 'id': '/m/0k2_bc', 'actor': 'Neve Campbell'}",/m/0k2_bc,Scream,Neve Campbell,Sidney Prescott,final_girl
259,final_girl,"{'char': 'Ellen Ripley', 'movie': 'Alien', 'id': '/m/0jt7sz', 'actor': 'Sigourney Weaver'}",/m/0jt7sz,Alien,Sigourney Weaver,Ellen Ripley,final_girl
260,final_girl,"{'char': 'Sarah Connor', 'movie': 'The Terminator', 'id': '/m/0k6m_h', 'actor': 'Linda Hamilton'}",/m/0k6m_h,The Terminator,Linda Hamilton,Sarah Connor,final_girl
261,final_girl,"{'char': 'Laurie Strode', 'movie': 'Halloween', 'id': '/m/0jz2x0', 'actor': 'Jamie Lee Curtis'}",/m/0jz2x0,Halloween,Jamie Lee Curtis,Laurie Strode,final_girl
262,final_girl,"{'char': 'Whitney Miller', 'movie': 'Friday the 13th', 'id': '/m/04ls8ty', 'actor': 'Amanda Righetti'}",/m/04ls8ty,Friday the 13th,Amanda Righetti,Whitney Miller,final_girl
263,gadgeteer_genius,"{'char': 'Tony Stark', 'movie': 'Iron Man', 'id': '/m/0j1__hv', 'actor': 'Robert Downey Jr.'}",/m/0j1__hv,Iron Man,Robert Downey Jr.,Tony Stark,gadgeteer_genius
264,gadgeteer_genius,"{'char': 'Dr. Loveless', 'movie': 'Wild Wild West', 'id': '/m/0k82tm', 'actor': 'Kenneth Branagh'}",/m/0k82tm,Wild Wild West,Kenneth Branagh,Dr. Loveless,gadgeteer_genius
265,gadgeteer_genius,"{'char': 'Artemus Gordon', 'movie': 'Wild Wild West', 'id': '/m/0k82tg', 'actor': 'Kevin Kline'}",/m/0k82tg,Wild Wild West,Kevin Kline,Artemus Gordon,gadgeteer_genius
266,gadgeteer_genius,"{'char': 'Lewis', 'movie': 'Meet the Robinsons', 'id': '/m/0k0kn_', 'actor': 'Tom Selleck'}",/m/0k0kn_,Meet the Robinsons,Tom Selleck,Lewis,gadgeteer_genius
267,gadgeteer_genius,"{'char': 'Anakin Skywalker', 'movie': 'Star Wars Episode I: The Phantom Menace', 'id': '/m/02sg5rn', 'actor': 'Jake Lloyd'}",/m/02sg5rn,Star Wars Episode I: The Phantom Menace,Jake Lloyd,Anakin Skywalker,gadgeteer_genius
268,gadgeteer_genius,"{'char': 'Ling Ling Fat', 'movie': 'Forbidden City Cop', 'id': '/m/02vb6nv', 'actor': 'Stephen Chow'}",/m/02vb6nv,Forbidden City Cop,Stephen Chow,Ling Ling Fat,gadgeteer_genius
269,gadgeteer_genius,"{'char': 'Lucius Fox', 'movie': 'The Dark Knight', 'id': '/m/045yrqg', 'actor': 'Morgan Freeman'}",/m/045yrqg,The Dark Knight,Morgan Freeman,Lucius Fox,gadgeteer_genius
270,gentleman_thief,"{'char': 'John Robie', 'movie': 'To Catch a Thief', 'id': '/m/0k75r_', 'actor': 'Cary Grant'}",/m/0k75r_,To Catch a Thief,Cary Grant,John Robie,gentleman_thief
271,gentleman_thief,"{'char': 'Sir Charles Lytton', 'movie': 'The Pink Panther', 'id': '/m/0k63yr', 'actor': 'David Niven'}",/m/0k63yr,The Pink Panther,David Niven,Sir Charles Lytton,gentleman_thief
272,gentleman_thief,"{'char': 'Neil McCauley', 'movie': 'Heat', 'id': '/m/0jz8sq', 'actor': 'Robert De Niro'}",/m/0jz8sq,Heat,Robert De Niro,Neil McCauley,gentleman_thief
273,gentleman_thief,"{'char': 'Rodney Skinner', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0k5ns5', 'actor': 'Tony Curran'}",/m/0k5ns5,The League of Extraordinary Gentlemen,Tony Curran,Rodney Skinner,gentleman_thief
274,gentleman_thief,"{'char': 'Cobb', 'movie': 'Inception', 'id': '/m/0667g_f', 'actor': 'Leonardo DiCaprio'}",/m/0667g_f,Inception,Leonardo DiCaprio,Cobb,gentleman_thief
275,gentleman_thief,"{'char': 'Nick Wells', 'movie': 'The Score', 'id': '/m/0k6d1f', 'actor': 'Robert De Niro'}",/m/0k6d1f,The Score,Robert De Niro,Nick Wells,gentleman_thief
276,granola_person,"{'char': 'Beth', 'movie': 'John Tucker Must Die', 'id': '/m/0j_6h2', 'actor': 'Sophia Bush'}",/m/0j_6h2,John Tucker Must Die,Sophia Bush,Beth,granola_person
277,granola_person,"{'char': 'Jasper Palmer', 'movie': 'Children of Men', 'id': '/m/0jwbh7', 'actor': 'Michael Caine'}",/m/0jwbh7,Children of Men,Michael Caine,Jasper Palmer,granola_person
278,granola_person,"{'char': 'Max Dennison', 'movie': 'Hocus Pocus', 'id': '/m/02vd92w', 'actor': 'Omri Katz'}",/m/02vd92w,Hocus Pocus,Omri Katz,Max Dennison,granola_person
279,granola_person,"{'char': 'Lotte Schwartz', 'movie': 'Being John Malkovich', 'id': '/m/0jv6mp', 'actor': 'Cameron Diaz'}",/m/0jv6mp,Being John Malkovich,Cameron Diaz,Lotte Schwartz,granola_person
280,granola_person,"{'char': 'Ana Pascal', 'movie': 'Stranger Than Fiction', 'id': '/m/0k3t_x', 'actor': 'Maggie Gyllenhaal'}",/m/0k3t_x,Stranger Than Fiction,Maggie Gyllenhaal,Ana Pascal,granola_person
281,granola_person,"{'char': 'Ashley', 'movie': 'Orange County', 'id': '/m/0k1m4g', 'actor': 'Schuyler Fisk'}",/m/0k1m4g,Orange County,Schuyler Fisk,Ashley,granola_person
282,granola_person,"{'char': 'Sheldon Mopes', 'movie': 'Death to Smoochy', 'id': '/m/0jx3b8', 'actor': 'Edward Norton'}",/m/0jx3b8,Death to Smoochy,Edward Norton,Sheldon Mopes,granola_person
283,granola_person,"{'char': 'Bill Django', 'movie': 'The Men Who Stare at Goats', 'id': '/m/06679y8', 'actor': 'Jeff Bridges'}",/m/06679y8,The Men Who Stare at Goats,Jeff Bridges,Bill Django,granola_person
284,grumpy_old_man,"{'char': 'Max Goldman', 'movie': 'Grumpy Old Men', 'id': '/m/02vcwz0', 'actor': 'Walter Matthau'}",/m/02vcwz0,Grumpy Old Men,Walter Matthau,Max Goldman,grumpy_old_man
285,grumpy_old_man,"{'char': 'Walt Kowalski', 'movie': 'Gran Torino', 'id': '/m/059t435', 'actor': 'Clint Eastwood'}",/m/059t435,Gran Torino,Clint Eastwood,Walt Kowalski,grumpy_old_man
286,grumpy_old_man,"{'char': 'Carl Fredricksen', 'movie': 'Up', 'id': '/m/045_cb3', 'actor': 'Ed Asner'}",/m/045_cb3,Up,Ed Asner,Carl Fredricksen,grumpy_old_man
287,grumpy_old_man,"{'char': 'Howard Beale', 'movie': 'Network', 'id': '/m/0k168v', 'actor': 'Peter Finch'}",/m/0k168v,Network,Peter Finch,Howard Beale,grumpy_old_man
288,grumpy_old_man,"{'char': 'Judge Elihu Smails', 'movie': 'Caddyshack', 'id': '/m/04w0v_v', 'actor': 'Ted Knight'}",/m/04w0v_v,Caddyshack,Ted Knight,Judge Elihu Smails,grumpy_old_man
289,hardboiled_detective,"{'char': 'Sam Spade', 'movie': 'The Maltese Falcon', 'id': '/m/04dmkpj', 'actor': 'Humphrey Bogart'}",/m/04dmkpj,The Maltese Falcon,Humphrey Bogart,Sam Spade,hardboiled_detective
290,hardboiled_detective,"{'char': 'Philip Marlowe', 'movie': 'The Big Sleep', 'id': '/m/0k4gwm', 'actor': 'Humphrey Bogart'}",/m/0k4gwm,The Big Sleep,Humphrey Bogart,Philip Marlowe,hardboiled_detective
291,hardboiled_detective,"{'char': 'Dist. Atty. Martin Ferguson', 'movie': 'The Enforcer', 'id': '/m/0k4_sm', 'actor': 'Humphrey Bogart'}",/m/0k4_sm,The Enforcer,Humphrey Bogart,Dist. Atty. Martin Ferguson,hardboiled_detective
292,hardboiled_detective,"{'char': ""Capt. 'Rip' Murdock"", 'movie': 'Dead Reckoning', 'id': '/m/0jx253', 'actor': 'Humphrey Bogart'}",/m/0jx253,Dead Reckoning,Humphrey Bogart,Capt. 'Rip' Murdock,hardboiled_detective
293,hardboiled_detective,"{'char': 'Jeff Bailey', 'movie': 'Out of the Past', 'id': '/m/0k1nzj', 'actor': 'Robert Mitchum'}",/m/0k1nzj,Out of the Past,Robert Mitchum,Jeff Bailey,hardboiled_detective
294,hardboiled_detective,"{'char': 'J. J. Gittes', 'movie': 'Chinatown', 'id': '/m/0jwcjk', 'actor': 'Jack Nicholson'}",/m/0jwcjk,Chinatown,Jack Nicholson,J. J. Gittes,hardboiled_detective
295,hardboiled_detective,"{'char': 'Eddie Valiant', 'movie': 'Who Framed Roger Rabbit', 'id': '/m/0k81jp', 'actor': 'Bob Hoskins'}",/m/0k81jp,Who Framed Roger Rabbit,Bob Hoskins,Eddie Valiant,hardboiled_detective
296,hardboiled_detective,"{'char': 'Rick Deckard', 'movie': 'Blade Runner', 'id': '/m/0jvhbm', 'actor': 'Harrison Ford'}",/m/0jvhbm,Blade Runner,Harrison Ford,Rick Deckard,hardboiled_detective
297,heartbroken_badass,"{'char': 'Mina Harker', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0k5ns0', 'actor': 'Peta Wilson'}",/m/0k5ns0,The League of Extraordinary Gentlemen,Peta Wilson,Mina Harker,heartbroken_badass
298,heartbroken_badass,"{'char': 'James Bond', 'movie': 'Quantum of Solace', 'id': '/m/03hqwg_', 'actor': 'Daniel Craig'}",/m/03hqwg_,Quantum of Solace,Daniel Craig,James Bond,heartbroken_badass
299,heartbroken_badass,"{'char': 'Max Rockatansky', 'movie': 'Mad Max', 'id': '/m/0k09b2', 'actor': 'Mel Gibson'}",/m/0k09b2,Mad Max,Mel Gibson,Max Rockatansky,heartbroken_badass
300,heartbroken_badass,"{'char': 'Josey Wales', 'movie': 'The Outlaw Josey Wales', 'id': '/m/0k61jr', 'actor': 'Clint Eastwood'}",/m/0k61jr,The Outlaw Josey Wales,Clint Eastwood,Josey Wales,heartbroken_badass
301,heartbroken_badass,"{'char': 'Tallahassee', 'movie': 'Zombieland', 'id': '/m/05skv28', 'actor': 'Woody Harrelson'}",/m/05skv28,Zombieland,Woody Harrelson,Tallahassee,heartbroken_badass
302,heartbroken_badass,"{'char': 'Bruce Wayne', 'movie': 'The Dark Knight Rises', 'id': '/m/0n4g1dv', 'actor': 'Christian Bale'}",/m/0n4g1dv,The Dark Knight Rises,Christian Bale,Bruce Wayne,heartbroken_badass
303,heartbroken_badass,"{'char': 'Bill', 'movie': 'Kill Bill Volume 1', 'id': '/m/0j_fvv', 'actor': 'David Carradine'}",/m/0j_fvv,Kill Bill Volume 1,David Carradine,Bill,heartbroken_badass
304,henpecked_husband,"{'char': 'Norbit', 'movie': 'Norbit', 'id': '/m/01z0rf5', 'actor': 'Eddie Murphy'}",/m/01z0rf5,Norbit,Eddie Murphy,Norbit,henpecked_husband
305,henpecked_husband,"{'char': 'Bobby Davis', 'movie': 'Wild Hogs', 'id': '/m/0256cyz', 'actor': 'Martin Lawrence'}",/m/0256cyz,Wild Hogs,Martin Lawrence,Bobby Davis,henpecked_husband
306,henpecked_husband,"{'char': 'Dr. Ernest Menville', 'movie': 'Death Becomes Her', 'id': '/m/0jx2_4', 'actor': 'Bruce Willis'}",/m/0jx2_4,Death Becomes Her,Bruce Willis,Dr. Ernest Menville,henpecked_husband
307,henpecked_husband,"{'char': 'Dr. Howard Bannister', 'movie': ""What's Up, Doc?"", 'id': '/m/0k7_cy', 'actor': ""Ryan O'Neal""}",/m/0k7_cy,"What's Up, Doc?",Ryan O'Neal,Dr. Howard Bannister,henpecked_husband
308,henpecked_husband,"{'char': 'Ned Schneebly', 'movie': 'School of Rock', 'id': '/m/0k2zjr', 'actor': 'Mike White'}",/m/0k2zjr,School of Rock,Mike White,Ned Schneebly,henpecked_husband
309,hitman_with_a_heart,"{'char': 'Julian Noble', 'movie': 'The Matador', 'id': '/m/0k5wt7', 'actor': 'Pierce Brosnan'}",/m/0k5wt7,The Matador,Pierce Brosnan,Julian Noble,hitman_with_a_heart
310,hitman_with_a_heart,"{'char': 'Ghost Dog', 'movie': 'Ghost Dog: The Way of the Samurai', 'id': '/m/0jyr6h', 'actor': 'Forest Whitaker'}",/m/0jyr6h,Ghost Dog: The Way of the Samurai,Forest Whitaker,Ghost Dog,hitman_with_a_heart
311,hitman_with_a_heart,"{'char': ""Jimmy 'The Tulip' Tudeski"", 'movie': 'The Whole Nine Yards', 'id': '/m/0k6x0x', 'actor': 'Bruce Willis'}",/m/0k6x0x,The Whole Nine Yards,Bruce Willis,Jimmy 'The Tulip' Tudeski,hitman_with_a_heart
312,hitman_with_a_heart,"{'char': 'Mr. Goodkat', 'movie': 'Lucky Number Slevin', 'id': '/m/0k087f', 'actor': 'Bruce Willis'}",/m/0k087f,Lucky Number Slevin,Bruce Willis,Mr. Goodkat,hitman_with_a_heart
313,hitman_with_a_heart,"{'char': 'John Lee', 'movie': 'The Replacement Killers', 'id': '/m/0k68kd', 'actor': 'Chow Yun-Fat'}",/m/0k68kd,The Replacement Killers,Chow Yun-Fat,John Lee,hitman_with_a_heart
314,hitman_with_a_heart,"{'char': 'Il Duce', 'movie': 'The Boondock Saints', 'id': '/m/0k4k6j', 'actor': 'Billy Connolly'}",/m/0k4k6j,The Boondock Saints,Billy Connolly,Il Duce,hitman_with_a_heart
315,hitman_with_a_heart,"{'char': 'Jason Bourne', 'movie': 'The Bourne Identity', 'id': '/m/0k4kcz', 'actor': 'Matt Damon'}",/m/0k4kcz,The Bourne Identity,Matt Damon,Jason Bourne,hitman_with_a_heart
316,hitman_with_a_heart,"{'char': 'Frank Falenczyk', 'movie': 'You Kill Me', 'id': '/m/02vb7cx', 'actor': 'Ben Kingsley'}",/m/02vb7cx,You Kill Me,Ben Kingsley,Frank Falenczyk,hitman_with_a_heart
317,hitman_with_a_heart,"{'char': 'Wesley Gibson', 'movie': 'Wanted', 'id': '/m/02vb_l5', 'actor': 'James McAvoy'}",/m/02vb_l5,Wanted,James McAvoy,Wesley Gibson,hitman_with_a_heart
318,hitman_with_a_heart,"{'char': 'Vincent', 'movie': 'Collateral', 'id': '/m/0jwkz6', 'actor': 'Tom Cruise'}",/m/0jwkz6,Collateral,Tom Cruise,Vincent,hitman_with_a_heart
319,jerk_jock,"{'char': 'Austin', 'movie': 'Not Another Teen Movie', 'id': '/m/0k1cs5', 'actor': 'Eric Christian Olsen'}",/m/0k1cs5,Not Another Teen Movie,Eric Christian Olsen,Austin,jerk_jock
320,jerk_jock,"{'char': 'Johnny Lawrence', 'movie': 'The Karate Kid', 'id': '/m/0k5jyf', 'actor': 'William Zabka'}",/m/0k5jyf,The Karate Kid,William Zabka,Johnny Lawrence,jerk_jock
321,jerk_jock,"{'char': 'Gaston', 'movie': 'Beauty and the Beast', 'id': '/m/0jv4jc', 'actor': 'Richard White'}",/m/0jv4jc,Beauty and the Beast,Richard White,Gaston,jerk_jock
322,jerk_jock,"{'char': 'Jim', 'movie': 'Edward Scissorhands', 'id': '/m/0jxqwd', 'actor': 'Anthony Michael Hall'}",/m/0jxqwd,Edward Scissorhands,Anthony Michael Hall,Jim,jerk_jock
323,jerk_jock,"{'char': 'Biff Tannen', 'movie': 'Back to the Future', 'id': '/m/0jty60', 'actor': 'Thomas F. Wilson'}",/m/0jty60,Back to the Future,Thomas F. Wilson,Biff Tannen,jerk_jock
324,jerk_jock,"{'char': 'Kurt Kelly', 'movie': 'Heathers', 'id': '/m/0h5slxp', 'actor': 'Lance Fenton'}",/m/0h5slxp,Heathers,Lance Fenton,Kurt Kelly,jerk_jock
325,jerk_jock,"{'char': 'Bo', 'movie': 'Cursed', 'id': '/m/0jwwhw', 'actor': 'Milo Ventimiglia'}",/m/0jwwhw,Cursed,Milo Ventimiglia,Bo,jerk_jock
326,jerk_jock,"{'char': 'Mike Dexter', 'movie': ""Can't Hardly Wait"", 'id': '/m/03jsnmf', 'actor': 'Peter Facinelli'}",/m/03jsnmf,Can't Hardly Wait,Peter Facinelli,Mike Dexter,jerk_jock
327,jerk_jock,"{'char': 'Garth', 'movie': 'Alpha and Omega', 'id': '/m/0d2jcym', 'actor': 'Chris Carmack'}",/m/0d2jcym,Alpha and Omega,Chris Carmack,Garth,jerk_jock
328,junkie_prophet,"{'char': 'Agatha', 'movie': 'Minority Report', 'id': '/m/0k0pgt', 'actor': 'Samantha Morton'}",/m/0k0pgt,Minority Report,Samantha Morton,Agatha,junkie_prophet
329,junkie_prophet,"{'char': 'Cassie Holmes', 'movie': 'Push', 'id': '/m/040kc5w', 'actor': 'Dakota Fanning'}",/m/040kc5w,Push,Dakota Fanning,Cassie Holmes,junkie_prophet
330,klutz,"{'char': 'Mia Thermopolis', 'movie': 'The Princess Diaries', 'id': '/m/02vbfh2', 'actor': 'Anne Hathaway'}",/m/02vbfh2,The Princess Diaries,Anne Hathaway,Mia Thermopolis,klutz
331,klutz,"{'char': 'Seymour Krelborn', 'movie': 'Little Shop of Horrors', 'id': '/m/0k020r', 'actor': 'Rick Moranis'}",/m/0k020r,Little Shop of Horrors,Rick Moranis,Seymour Krelborn,klutz
332,loser_protagonist,"{'char': 'Paul Blart', 'movie': 'Paul Blart: Mall Cop', 'id': '/m/059sm0m', 'actor': 'Kevin James'}",/m/059sm0m,Paul Blart: Mall Cop,Kevin James,Paul Blart,loser_protagonist
333,loser_protagonist,"{'char': 'Sidney Young', 'movie': 'How to Lose Friends & Alienate People', 'id': '/m/040l_q8', 'actor': 'Simon Pegg'}",/m/040l_q8,How to Lose Friends & Alienate People,Simon Pegg,Sidney Young,loser_protagonist
334,loser_protagonist,"{'char': 'Dennis', 'movie': 'Run, Fat Boy, Run', 'id': '/m/03lvx8n', 'actor': 'Simon Pegg'}",/m/03lvx8n,"Run, Fat Boy, Run",Simon Pegg,Dennis,loser_protagonist
335,loser_protagonist,"{'char': 'Mark Bellison', 'movie': 'The Invention of Lying', 'id': '/m/062xh9l', 'actor': 'Ricky Gervais'}",/m/062xh9l,The Invention of Lying,Ricky Gervais,Mark Bellison,loser_protagonist
336,loser_protagonist,"{'char': 'Dewey Finn', 'movie': 'School of Rock', 'id': '/m/0k2zjf', 'actor': 'Jack Black'}",/m/0k2zjf,School of Rock,Jack Black,Dewey Finn,loser_protagonist
337,loser_protagonist,"{'char': 'Rob Gordon', 'movie': 'High Fidelity', 'id': '/m/02vb_jp', 'actor': 'John Cusack'}",/m/02vb_jp,High Fidelity,John Cusack,Rob Gordon,loser_protagonist
338,loveable_rogue,"{'char': 'Han Solo', 'movie': 'Star Wars Episode IV: A New Hope', 'id': '/m/0k3r1_', 'actor': 'Harrison Ford'}",/m/0k3r1_,Star Wars Episode IV: A New Hope,Harrison Ford,Han Solo,loveable_rogue
339,loveable_rogue,"{'char': 'Captain Jack Sparrow', 'movie': ""Pirates of the Caribbean: Dead Man's Chest"", 'id': '/m/0k1xxm', 'actor': 'Johnny Depp'}",/m/0k1xxm,Pirates of the Caribbean: Dead Man's Chest,Johnny Depp,Captain Jack Sparrow,loveable_rogue
340,loveable_rogue,"{'char': 'Peter Blood', 'movie': 'Captain Blood', 'id': '/m/02vb_m3', 'actor': 'Errol Flynn'}",/m/02vb_m3,Captain Blood,Errol Flynn,Peter Blood,loveable_rogue
341,loveable_rogue,"{'char': 'Capt. Louis Renault', 'movie': 'Casablanca', 'id': '/m/05286qg', 'actor': 'Claude Rains'}",/m/05286qg,Casablanca,Claude Rains,Capt. Louis Renault,loveable_rogue
342,loveable_rogue,"{'char': 'Abu', 'movie': 'The Thief of Bagdad', 'id': '/m/0k6nkk', 'actor': 'Sabu Dastagir'}",/m/0k6nkk,The Thief of Bagdad,Sabu Dastagir,Abu,loveable_rogue
343,loveable_rogue,"{'char': 'Eames', 'movie': 'Inception', 'id': '/m/07lkzl3', 'actor': 'Tom Hardy'}",/m/07lkzl3,Inception,Tom Hardy,Eames,loveable_rogue
344,loveable_rogue,"{'char': 'Rodney Skinner', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0k5ns5', 'actor': 'Tony Curran'}",/m/0k5ns5,The League of Extraordinary Gentlemen,Tony Curran,Rodney Skinner,loveable_rogue
345,loveable_rogue,"{'char': 'Harold Hill', 'movie': 'The Music Man', 'id': '/m/04hv61w', 'actor': 'Matthew Broderick'}",/m/04hv61w,The Music Man,Matthew Broderick,Harold Hill,loveable_rogue
346,loveable_rogue,"{'char': 'Wolverine', 'movie': 'X-Men', 'id': '/m/0k86q4', 'actor': 'Hugh Jackman'}",/m/0k86q4,X-Men,Hugh Jackman,Wolverine,loveable_rogue
347,master_swordsman,"{'char': 'Qui-Gon Jinn', 'movie': 'Star Wars Episode I: The Phantom Menace', 'id': '/m/0k3qyf', 'actor': 'Liam Neeson'}",/m/0k3qyf,Star Wars Episode I: The Phantom Menace,Liam Neeson,Qui-Gon Jinn,master_swordsman
348,master_swordsman,"{'char': 'Obi-Wan Kenobi', 'movie': 'Star Wars Episode I: The Phantom Menace', 'id': '/m/0k3qy3', 'actor': 'Ewan McGregor'}",/m/0k3qy3,Star Wars Episode I: The Phantom Menace,Ewan McGregor,Obi-Wan Kenobi,master_swordsman
349,master_swordsman,"{'char': 'Darth Vader', 'movie': 'Star Wars Episode V: The Empire Strikes Back', 'id': '/m/02nwtmm', 'actor': 'James Earl Jones'}",/m/02nwtmm,Star Wars Episode V: The Empire Strikes Back,James Earl Jones,Darth Vader,master_swordsman
350,master_swordsman,"{'char': 'Inigo Montoya', 'movie': 'The Princess Bride', 'id': '/m/0k65z5', 'actor': 'Mandy Patinkin'}",/m/0k65z5,The Princess Bride,Mandy Patinkin,Inigo Montoya,master_swordsman
351,master_swordsman,"{'char': 'Bill', 'movie': 'Kill Bill Volume 1', 'id': '/m/0j_fvv', 'actor': 'David Carradine'}",/m/0j_fvv,Kill Bill Volume 1,David Carradine,Bill,master_swordsman
352,master_swordsman,"{'char': 'Archibald Cunningham', 'movie': 'Rob Roy', 'id': '/m/0k2ltj', 'actor': 'Tim Roth'}",/m/0k2ltj,Rob Roy,Tim Roth,Archibald Cunningham,master_swordsman
353,master_swordsman,"{'char': 'Madmartigan', 'movie': 'Willow', 'id': '/m/0k8378', 'actor': 'Val Kilmer'}",/m/0k8378,Willow,Val Kilmer,Madmartigan,master_swordsman
